Index,Sort_ID,ID,Text_Unit_ID,Stressed_Unit,Morph,Lemma,Analysis,Rel,Trans,Part_Of_Speech,Meaning,Textual_Unit,Translation
154,116741,116741,S0022-13,a déne,déne,déine,nom.sg.,,,noun,"swiftness, speed, impetuosity, vehemence ",isí adéne,This is its speed.
155,1,117445,S0022-130,a n-as·lui,a,a 6,,,,conjunction,"temporal: when, since",anaslui grién foa fuined dosoí dond orient conaci anaescae,"When the sun goes away to its setting, it turns to the east, so that you see the moon."
156,4,117446,S0022-130,a n-as·lui,nas·lui,as·luí,3sg.pres.ind.,Yes,intrans.,verb,"to escape, to abscond, evade",anaslui grién foa fuined dosoí dond orient conaci anaescae,"When the sun goes away to its setting, it turns to the east, so that you see the moon."
157,2,117447,S0022-130,a n-as·lui,nas·,as· 1,,,,particle_preverb,aspectual and lexicalized meanings,anaslui grién foa fuined dosoí dond orient conaci anaescae,"When the sun goes away to its setting, it turns to the east, so that you see the moon."
158,3,117448,S0022-130,a n-as·lui,∅,nas.rel.particle,,,,particle_relative,nasalising relative particle,anaslui grién foa fuined dosoí dond orient conaci anaescae,"When the sun goes away to its setting, it turns to the east, so that you see the moon."
159,5,117449,S0022-130,grién,grién,grían,nom.sg.,,,noun,sun,anaslui grién foa fuined dosoí dond orient conaci anaescae,"When the sun goes away to its setting, it turns to the east, so that you see the moon."
160,6,117450,S0022-130,foa fuined,fo,fo,acc.,,,preposition,"under, of direction towards, into, through, on, about, beneath",anaslui grién foa fuined dosoí dond orient conaci anaescae,"When the sun goes away to its setting, it turns to the east, so that you see the moon."
161,7,117451,S0022-130,foa fuined,a,3sg.masc./neut.poss.pron.,3sg.fem.,,,pronoun_possessive,"his, its",anaslui grién foa fuined dosoí dond orient conaci anaescae,"When the sun goes away to its setting, it turns to the east, so that you see the moon."
162,8,117452,S0022-130,foa fuined,fuined,fuined,acc.sg.,,,verbal_noun,"the act of setting, sinking",anaslui grién foa fuined dosoí dond orient conaci anaescae,"When the sun goes away to its setting, it turns to the east, so that you see the moon."
163,10,117453,S0022-130,do·soí,do·soí,do·soí,3sg.pres.ind.,No,intrans.,verb,"to turn, to change into (with in)",anaslui grién foa fuined dosoí dond orient conaci anaescae,"When the sun goes away to its setting, it turns to the east, so that you see the moon."
164,9,117454,S0022-130,do·soí,do·,do·,,,,particle_preverb,aspectual and lexicalized meanings,anaslui grién foa fuined dosoí dond orient conaci anaescae,"When the sun goes away to its setting, it turns to the east, so that you see the moon."
165,11,117455,S0022-130,dond orient,do,do 1,dat.,,,preposition,"to, for, by etc.",anaslui grién foa fuined dosoí dond orient conaci anaescae,"When the sun goes away to its setting, it turns to the east, so that you see the moon."
166,12,117456,S0022-130,dond orient,nd,in 1,dat.sg.,,,definite_article,"the, definite article",anaslui grién foa fuined dosoí dond orient conaci anaescae,"When the sun goes away to its setting, it turns to the east, so that you see the moon."
167,13,117457,S0022-130,dond orient,orient,Orient,dat.sg.,,,proper_noun,The East,anaslui grién foa fuined dosoí dond orient conaci anaescae,"When the sun goes away to its setting, it turns to the east, so that you see the moon."
168,14,117458,S0022-130,co·n-aci,co·,co 4,,,,complementiser,"so that, until (+independent, leniting)",anaslui grién foa fuined dosoí dond orient conaci anaescae,"When the sun goes away to its setting, it turns to the east, so that you see the moon."
169,16,117459,S0022-130,co·n-aci,·naci,ad·cí,2sg.pres.ind.,No,trans.,verb,"to see, to observe ",anaslui grién foa fuined dosoí dond orient conaci anaescae,"When the sun goes away to its setting, it turns to the east, so that you see the moon."
170,15,117460,S0022-130,co·n-aci,·na,ad· 1,,,,particle_preverb,aspectual and lexicalized meanings,anaslui grién foa fuined dosoí dond orient conaci anaescae,"When the sun goes away to its setting, it turns to the east, so that you see the moon."
171,17,117461,S0022-130,a n-aescae,a,in 1,acc.sg.neut.,,,definite_article,"the, definite article",anaslui grién foa fuined dosoí dond orient conaci anaescae,"When the sun goes away to its setting, it turns to the east, so that you see the moon."
172,18,117462,S0022-130,a n-aescae,naescae,éscae,acc.sg.,,,noun," moon, month",anaslui grién foa fuined dosoí dond orient conaci anaescae,"When the sun goes away to its setting, it turns to the east, so that you see the moon."
173,117463,117463,S0022-131,tuascerddacha,tuascerddacha,túaiscertach,nom.pl.fem./neut.,,,adjective,northern,tuascerddacha,northern
174,117464,117464,S0022-132,sathuaid,sathuaid,fathúaid,,,,adverb,northwards,sathuaid,in the north
175,117465,117465,S0022-133,inna phrím,in,i,dat.,,,preposition,"in, into",innaphrím,in its prime
176,117466,117466,S0022-133,inna phrím,na,3sg.masc./neut.poss.pron.,3sg.masc./neut.,,,pronoun_possessive,"his, its",innaphrím,in its prime
177,117467,117467,S0022-133,inna phrím,phrím,prím,dat.sg.neut.,,,adjective,"first, primary, main",innaphrím,in its prime
178,117468,117468,S0022-134,ísliu,ísliu,ísel,comp.,,,adjective,"low, of low stature, low-lying; metaphorical: lowly, humble, mean, of low degree ",ísliu,lower
179,1,117469,S0022-135,iss ed,iss,is 1,3sg.pres.ind.,No,intrans.,verb,"to be, the copula",issed angné cetne foir oc diupirt intan adcither matin,"It is the same appearance on it, while waning, [as] when it is seen in the morning."
180,2,117470,S0022-135,iss ed,ed,3sg.neut.indp.pron.,nom.sg.neut.,,,pronoun_independent,it,issed angné cetne foir oc diupirt intan adcither matin,"It is the same appearance on it, while waning, [as] when it is seen in the morning."
181,3,117471,S0022-135,a ngné,a,in 1,nom.sg.neut.,,,definite_article,"the, definite article",issed angné cetne foir oc diupirt intan adcither matin,"It is the same appearance on it, while waning, [as] when it is seen in the morning."
182,4,117472,S0022-135,a ngné,ngné,gné,nom.sg.,,,noun,"kind, species, sort; form of outward appearance, countenance; face, aspect, way, manner",issed angné cetne foir oc diupirt intan adcither matin,"It is the same appearance on it, while waning, [as] when it is seen in the morning."
183,5,117473,S0022-135,cetne,cetne,cétnae,nom.sg.neut.,,,adjective,"same (with preceding noun), first (with following noun) ",issed angné cetne foir oc diupirt intan adcither matin,"It is the same appearance on it, while waning, [as] when it is seen in the morning."
184,6,117474,S0022-135,foir,foir,for,3sg.masc./neut.acc.,,,preposition,"upon, over, on",issed angné cetne foir oc diupirt intan adcither matin,"It is the same appearance on it, while waning, [as] when it is seen in the morning."
185,7,117475,S0022-135,oc diupirt,oc,oc,dat.,,,preposition,"at, by, besides, with (person)",issed angné cetne foir oc diupirt intan adcither matin,"It is the same appearance on it, while waning, [as] when it is seen in the morning."
186,8,117476,S0022-135,oc diupirt,diupirt,díupart,dat.sg.,,,verbal_noun,"decreasing, depriving; deprivation, loss, waning (of the moon)",issed angné cetne foir oc diupirt intan adcither matin,"It is the same appearance on it, while waning, [as] when it is seen in the morning."
187,9,117477,S0022-135,intan ad·cither,in,in 1,acc.sg.fem.,,,definite_article,"the, definite article",issed angné cetne foir oc diupirt intan adcither matin,"It is the same appearance on it, while waning, [as] when it is seen in the morning."
188,10,117478,S0022-135,intan ad·cither,tan,tan,acc.sg.,,,noun,time,issed angné cetne foir oc diupirt intan adcither matin,"It is the same appearance on it, while waning, [as] when it is seen in the morning."
189,13,117479,S0022-135,intan ad·cither,ad·cither,ad·cí,3sg.pres.ind.pass.,Maybe,pass.,verb,"to see, to observe ",issed angné cetne foir oc diupirt intan adcither matin,"It is the same appearance on it, while waning, [as] when it is seen in the morning."
190,11,117480,S0022-135,intan ad·cither,ad·,ad· 1,,,,particle_preverb,aspectual and lexicalized meanings,issed angné cetne foir oc diupirt intan adcither matin,"It is the same appearance on it, while waning, [as] when it is seen in the morning."
191,12,117481,S0022-135,intan ad·cither,∅,nas.rel.particle,,,,particle_relative,nasalising relative particle,issed angné cetne foir oc diupirt intan adcither matin,"It is the same appearance on it, while waning, [as] when it is seen in the morning."
192,14,117482,S0022-135,matin,matin,matan,dat.sg.,,,noun,morning ; Matins,issed angné cetne foir oc diupirt intan adcither matin,"It is the same appearance on it, while waning, [as] when it is seen in the morning."
193,117483,117483,S0022-136,fri de,fri,fri,acc.,,,preposition,"towards, against, standard of comparison ",fride,by day
194,117484,117484,S0022-136,fri de,de,diä,acc.sg.,,,noun,day,fride,by day
195,5,117485,S0022-137,di·n-aurchain,di·naurchain,do·aurchain,3sg.pres.ind.,Yes,trans.,verb,"to foretell, to prophesy",dinaurchain,that it portends
196,1,117486,S0022-137,di·n-aurchain,di·,do·,,,,particle_preverb,aspectual and lexicalized meanings,dinaurchain,that it portends
197,2,117487,S0022-137,di·n-aurchain,∅,nas.rel.particle,,,,particle_relative,nasalising relative particle,dinaurchain,that it portends
198,3,117488,S0022-137,di·n-aurchain,aur,ar·,,,,particle_preverb,aspectual and lexicalized meanings,dinaurchain,that it portends
199,4,117489,S0022-137,di·n-aurchain,∅,fo·,,,,particle_preverb,aspectual and lexicalized meanings,dinaurchain,that it portends
200,117490,117490,S0022-138,nélaib,nélaib,nél,dat.pl.,,,noun,cloud,nélaib,by clouds
201,117491,117491,S0022-139,i n-ichtur,i,i,dat.,,,preposition,"in, into",inichtur aetheris 7 inochtur aeris,in the lower part of the ether and in the upper part of the air
202,117492,117492,S0022-139,i n-ichtur,nichtur,íchtur,dat.sg.,,,noun,"lower part, bottom, furthermost part",inichtur aetheris 7 inochtur aeris,in the lower part of the ether and in the upper part of the air
203,117493,117493,S0022-139,aetheris,aetheris,aether,gen.sg.,,,noun,"upper, pure, bright air; ether; evens",inichtur aetheris 7 inochtur aeris,in the lower part of the ether and in the upper part of the air
204,117494,117494,S0022-139,7 i n-ochtur,7,ocus 2,,,,conjunction,"coordinating: and, since ",inichtur aetheris 7 inochtur aeris,in the lower part of the ether and in the upper part of the air
205,117495,117495,S0022-139,7 i n-ochtur,i,i,dat.,,,preposition,"in, into",inichtur aetheris 7 inochtur aeris,in the lower part of the ether and in the upper part of the air
206,117496,117496,S0022-139,7 i n-ochtur,nochtur,óchtar,dat.sg.,,,noun,"upper part, high place",inichtur aetheris 7 inochtur aeris,in the lower part of the ether and in the upper part of the air
207,117497,117497,S0022-139,aeris,aeris,āēr,gen.sg.,,,noun,air,inichtur aetheris 7 inochtur aeris,in the lower part of the ether and in the upper part of the air
208,116742,116742,S0022-14,curu,curu,cor,acc.pl.,,,verbal_noun,the act of putting,curu,curves
209,1,117498,S0022-140,is forcanti,is,is 1,3sg.pres.ind.,No,intrans.,verb,"to be, the copula",is forcanti,It is to be taught.
210,3,117499,S0022-140,is forcanti,forcanti,forcantai,,,,verbal_of_necessity,to be taught,is forcanti,It is to be taught.
211,2,117500,S0022-140,is forcanti,for,for·,,,,particle_preverb,aspectual and lexicalized meanings,is forcanti,It is to be taught.
212,117501,117501,S0022-141,sech,sech,sech 1,,,,preposition,"past, beyond; without, independently of, in disregard of, above, to a greater degree, more than",sech,past
213,117502,117502,S0022-142,sírid,sírid,sírid,3sg.pres.ind.,No,trans.,verb,"to range, to wander/spread through; to seek out; to demand, to ask",sírid inrindide ṅuile óhisul co huasal,It searched the whole Zodiac from low to high.
214,117503,117503,S0022-142,in rindide,in,in 1,acc.sg.masc./neut.,,,definite_article,"the, definite article",sírid inrindide ṅuile óhisul co huasal,It searched the whole Zodiac from low to high.
215,117504,117504,S0022-142,in rindide,rindide,rindide,acc.sg.masc./neut.,,,adjective,related to constellations,sírid inrindide ṅuile óhisul co huasal,It searched the whole Zodiac from low to high.
216,117505,117505,S0022-142,ṅ-uile,nuile,uile,acc.sg.,,,adjective_quantifier,"all, every, the whole",sírid inrindide ṅuile óhisul co huasal,It searched the whole Zodiac from low to high.
217,117506,117506,S0022-142,ó hisul,ó,ó 1,dat.,,,preposition,"from, out of, by",sírid inrindide ṅuile óhisul co huasal,It searched the whole Zodiac from low to high.
218,117507,117507,S0022-142,ó hisul,hisul,ísel,dat.sg.masc./neut.,,,adjective,"low, of low stature, low-lying; metaphorical: lowly, humble, mean, of low degree ",sírid inrindide ṅuile óhisul co huasal,It searched the whole Zodiac from low to high.
219,117508,117508,S0022-142,co h-uasal,co,co 1,acc.,,,preposition,"to, until, as far as, towards ",sírid inrindide ṅuile óhisul co huasal,It searched the whole Zodiac from low to high.
220,117509,117509,S0022-142,co h-uasal,huasal,úasal,acc.sg.masc./neut.,,,adjective,"high, elevated, lofty, noble, honourable",sírid inrindide ṅuile óhisul co huasal,It searched the whole Zodiac from low to high.
221,117510,117510,S0022-143,in tairinnud,in,in 1,nom.sg.masc.,,,definite_article,"the, definite article",intairinnud,the lowering
222,117511,117511,S0022-143,in tairinnud,tairinnud,tairinnud,nom.sg.,,,verbal_noun,"the act of lowering, taking down, abating, humbling, descending, bowing down",intairinnud,the lowering
223,2,117512,S0022-144,cid arndid ísliu,∅,is 1,3sg.pres.ind.,Maybe,intrans.,verb,"to be, the copula",cid arṅdid ísliu æscæ quam sol,Why is the moon lower than the sun?
224,1,117513,S0022-144,cid arndid ísliu,cid,cía 1,,,,pronoun_interrogative,"who, what, which",cid arṅdid ísliu æscæ quam sol,Why is the moon lower than the sun?
225,5,117514,S0022-144,cid arndid ísliu,ndid,is 1,3sg.pres.ind.,Yes,intrans.,verb,"to be, the copula",cid arṅdid ísliu æscæ quam sol,Why is the moon lower than the sun?
226,3,117515,S0022-144,cid arndid ísliu,ar,ar 1,,,,preposition,"in front of, for the sake of, in return for, on account of, because of; against (as protection); abstract: by virtue of, by means of, through",cid arṅdid ísliu æscæ quam sol,Why is the moon lower than the sun?
227,4,117516,S0022-144,cid arndid ísliu,∅,-(s)a·,,,,pronoun_relative,"which, who, whose",cid arṅdid ísliu æscæ quam sol,Why is the moon lower than the sun?
228,6,117517,S0022-144,cid arndid ísliu,ísliu,ísel,comp.,,,adjective,"low, of low stature, low-lying; metaphorical: lowly, humble, mean, of low degree ",cid arṅdid ísliu æscæ quam sol,Why is the moon lower than the sun?
229,7,117518,S0022-144,æscæ,æscæ,éscae,nom.sg.,,,noun," moon, month",cid arṅdid ísliu æscæ quam sol,Why is the moon lower than the sun?
230,8,117519,S0022-144,quam sol,quam,quam,,,,conjunction,"how, than",cid arṅdid ísliu æscæ quam sol,Why is the moon lower than the sun?
231,9,117520,S0022-144,quam sol,sol,sōl,nom.sg.,,,noun,sun,cid arṅdid ísliu æscæ quam sol,Why is the moon lower than the sun?
232,117521,117521,S0022-145,isliu,isliu,ísel,comp.,,,adjective,"low, of low stature, low-lying; metaphorical: lowly, humble, mean, of low degree ",isliu,lower
233,117522,117522,S0022-146,ardrigid,ardrigid,ardraigidir,3sg.pres.ind.,No,intrans.,verb,"to appear; to make manifest, to show clearly",ardrigid,It appears.
